date,temperature,humidity,rainfall,state,city,month,year
2021-10-19 23:00:00,23.7,96,0.0,Bihar,Bhagalpur,10,2021
2021-10-20 00:00:00,24.0,97,0.71,Bihar,Patna,10,2021
2021-10-20 01:00:00,23.9,97,0.36,Bihar,Patna,10,2021
2021-10-20 02:00:00,23.8,97,0.33,Bihar,Patna,10,2021
2021-10-20 03:00:00,23.7,97,0.44,Bihar,Patna,10,2021
2021-10-20 04:00:00,23.8,97,0.22,Bihar,Patna,10,2021
2021-10-20 05:00:00,23.8,97,0.33,Bihar,Patna,10,2021
2021-10-20 06:00:00,23.9,97,0.44,Bihar,Patna,10,2021
2021-10-20 07:00:00,24.2,96,0.22,Bihar,Patna,10,2021
2021-10-20 08:00:00,24.4,95,0.27,Bihar,Patna,10,2021
2021-10-20 09:00:00,24.7,94,0.36,Bihar,Patna,10,2021
2021-10-20 10:00:00,25.5,91,0.18,Bihar,Patna,10,2021
2021-10-20 11:00:00,26.3,88,0.33,Bihar,Patna,10,2021
2021-10-20 12:00:00,27.1,84,0.44,Bihar,Patna,10,2021
2021-10-20 13:00:00,26.5,87,0.22,Bihar,Patna,10,2021
2021-10-20 14:00:00,25.9,89,0.43,Bihar,Patna,10,2021
2021-10-20 15:00:00,25.3,92,0.58,Bihar,Patna,10,2021
2021-10-20 16:00:00,24.9,94,0.29,Bihar,Patna,10,2021
2021-10-20 17:00:00,24.5,96,3.07,Bihar,Patna,10,2021
2021-10-20 18:00:00,24.1,97,4.09,Bihar,Patna,10,2021
2021-10-20 19:00:00,24.0,98,2.04,Bihar,Patna,10,2021
2021-10-20 20:00:00,23.8,98,1.57,Bihar,Patna,10,2021
2021-10-20 21:00:00,23.7,98,2.09,Bihar,Patna,10,2021
2021-10-20 22:00:00,23.6,97,1.04,Bihar,Patna,10,2021
2021-10-20 23:00:00,23.4,97,0.03,Bihar,Patna,10,2021
2021-10-20 00:00:00,24.5,95,0.0,Bihar,Gaya,10,2021
2021-10-20 01:00:00,24.4,95,0.0,Bihar,Gaya,10,2021
2021-10-20 02:00:00,24.2,94,0.0,Bihar,Gaya,10,2021
2021-10-20 03:00:00,24.1,94,0.0,Bihar,Gaya,10,2021
2021-10-20 04:00:00,24.2,93,0.0,Bihar,Gaya,10,2021
2021-10-20 05:00:00,24.4,93,0.07,Bihar,Gaya,10,2021
2021-10-20 06:00:00,24.5,92,0.09,Bihar,Gaya,10,2021
2021-10-20 07:00:00,25.8,87,0.04,Bihar,Gaya,10,2021
2021-10-20 08:00:00,27.0,81,0.03,Bihar,Gaya,10,2021
2021-10-20 09:00:00,28.3,76,0.04,Bihar,Gaya,10,2021
2021-10-20 10:00:00,28.9,74,0.02,Bihar,Gaya,10,2021
2021-10-20 11:00:00,29.6,73,1.0,Bihar,Gaya,10,2021
2021-10-20 12:00:00,30.2,71,1.33,Bihar,Gaya,10,2021
2021-10-20 13:00:00,28.6,79,0.67,Bihar,Gaya,10,2021
2021-10-20 14:00:00,27.1,86,0.83,Bihar,Gaya,10,2021
2021-10-20 15:00:00,25.5,93,1.11,Bihar,Gaya,10,2021
2021-10-20 16:00:00,25.2,95,0.56,Bihar,Gaya,10,2021
2021-10-20 17:00:00,24.8,96,1.9,Bihar,Gaya,10,2021
2021-10-20 18:00:00,24.5,97,2.53,Bihar,Gaya,10,2021
2021-10-20 19:00:00,24.5,97,1.27,Bihar,Gaya,10,2021
2021-10-20 20:00:00,24.4,97,1.2,Bihar,Gaya,10,2021
2021-10-20 21:00:00,24.4,97,1.6,Bihar,Gaya,10,2021
2021-10-20 22:00:00,24.2,96,0.8,Bihar,Gaya,10,2021
2021-10-20 23:00:00,23.9,96,0.0,Bihar,Gaya,10,2021
2021-10-20 00:00:00,22.9,97,0.36,Bihar,Darbhanga,10,2021
2021-10-20 01:00:00,22.9,97,0.18,Bihar,Darbhanga,10,2021
2021-10-20 02:00:00,22.8,97,0.97,Bihar,Darbhanga,10,2021
2021-10-20 03:00:00,22.8,98,1.29,Bihar,Darbhanga,10,2021
2021-10-20 04:00:00,22.8,97,0.64,Bihar,Darbhanga,10,2021
2021-10-20 05:00:00,22.8,97,0.3,Bihar,Darbhanga,10,2021
2021-10-20 06:00:00,22.8,97,0.4,Bihar,Darbhanga,10,2021
2021-10-20 07:00:00,23.0,97,0.2,Bihar,Darbhanga,10,2021
2021-10-20 08:00:00,23.2,96,0.23,Bihar,Darbhanga,10,2021
2021-10-20 09:00:00,23.4,95,0.31,Bihar,Darbhanga,10,2021
2021-10-20 10:00:00,23.6,95,0.16,Bihar,Darbhanga,10,2021
2021-10-20 11:00:00,23.7,94,0.17,Bihar,Darbhanga,10,2021
2021-10-20 12:00:00,23.9,93,0.22,Bihar,Darbhanga,10,2021
2021-10-20 13:00:00,24.0,93,0.11,Bihar,Darbhanga,10,2021
2021-10-20 14:00:00,24.1,92,0.13,Bihar,Darbhanga,10,2021
2021-10-20 15:00:00,24.2,92,0.18,Bihar,Darbhanga,10,2021
2021-10-20 16:00:00,23.9,93,0.09,Bihar,Darbhanga,10,2021
2021-10-20 17:00:00,23.6,94,0.0,Bihar,Darbhanga,10,2021
2021-10-20 18:00:00,23.3,95,0.0,Bihar,Darbhanga,10,2021
2021-10-20 19:00:00,23.1,96,0.0,Bihar,Darbhanga,10,2021
2021-10-20 20:00:00,23.0,96,0.13,Bihar,Darbhanga,10,2021
2021-10-20 21:00:00,22.8,97,0.18,Bihar,Darbhanga,10,2021
2021-10-20 22:00:00,22.7,97,0.09,Bihar,Darbhanga,10,2021
2021-10-20 23:00:00,22.6,96,0.13,Bihar,Darbhanga,10,2021
2021-10-20 00:00:00,23.6,97,0.0,Bihar,Bhagalpur,10,2021
2021-10-20 01:00:00,23.6,97,0.0,Bihar,Bhagalpur,10,2021
2021-10-20 02:00:00,23.7,97,0.0,Bihar,Bhagalpur,10,2021
2021-10-20 03:00:00,23.7,97,0.0,Bihar,Bhagalpur,10,2021
2021-10-20 04:00:00,23.7,97,0.0,Bihar,Bhagalpur,10,2021
2021-10-20 05:00:00,23.6,97,0.33,Bihar,Bhagalpur,10,2021
2021-10-20 06:00:00,23.6,98,0.44,Bihar,Bhagalpur,10,2021
2021-10-20 07:00:00,24.5,94,0.22,Bihar,Bhagalpur,10,2021
2021-10-20 08:00:00,25.3,90,0.0,Bihar,Bhagalpur,10,2021
2021-10-20 09:00:00,26.2,86,0.0,Bihar,Bhagalpur,10,2021
2021-10-20 10:00:00,26.3,87,0.0,Bihar,Bhagalpur,10,2021
2021-10-20 11:00:00,26.5,87,0.43,Bihar,Bhagalpur,10,2021
2021-10-20 12:00:00,26.6,88,0.58,Bihar,Bhagalpur,10,2021
2021-10-20 13:00:00,25.9,90,0.29,Bihar,Bhagalpur,10,2021
2021-10-20 14:00:00,25.1,93,0.2,Bihar,Bhagalpur,10,2021
2021-10-20 15:00:00,24.4,95,0.27,Bihar,Bhagalpur,10,2021
2021-10-20 16:00:00,24.3,95,0.13,Bihar,Bhagalpur,10,2021
2021-10-20 17:00:00,24.3,96,0.03,Bihar,Bhagalpur,10,2021
2021-10-20 18:00:00,24.2,96,0.04,Bihar,Bhagalpur,10,2021
2021-10-20 19:00:00,23.9,97,0.02,Bihar,Bhagalpur,10,2021
2021-10-20 20:00:00,23.5,97,0.0,Bihar,Bhagalpur,10,2021
2021-10-20 21:00:00,23.2,98,0.0,Bihar,Bhagalpur,10,2021
2021-10-20 22:00:00,23.5,98,0.0,Bihar,Bhagalpur,10,2021
2021-10-20 23:00:00,23.7,98,0.43,Bihar,Bhagalpur,10,2021
2021-10-21 00:00:00,23.3,96,0.04,Bihar,Patna,10,2021
2021-10-21 01:00:00,23.2,96,0.02,Bihar,Patna,10,2021
2021-10-21 02:00:00,23.2,96,0.03,Bihar,Patna,10,2021
2021-10-21 03:00:00,23.1,96,0.04,Bihar,Patna,10,2021
2021-10-21 04:00:00,23.2,96,0.02,Bihar,Patna,10,2021
2021-10-21 05:00:00,23.3,95,0.0,Bihar,Patna,10,2021
2021-10-21 06:00:00,23.4,95,0.0,Bihar,Patna,10,2021
2021-10-21 07:00:00,23.8,93,0.0,Bihar,Patna,10,2021
2021-10-21 08:00:00,24.3,92,0.0,Bihar,Patna,10,2021
2021-10-21 09:00:00,24.7,90,0.0,Bihar,Patna,10,2021
2021-10-21 10:00:00,26.0,85,0.0,Bihar,Patna,10,2021
2021-10-21 11:00:00,27.3,80,0.1,Bihar,Patna,10,2021
2021-10-21 12:00:00,28.6,76,0.13,Bihar,Patna,10,2021
2021-10-21 13:00:00,28.8,74,0.07,Bihar,Patna,10,2021
2021-10-21 14:00:00,29.0,73,0.1,Bihar,Patna,10,2021
2021-10-21 15:00:00,29.2,71,0.13,Bihar,Patna,10,2021
2021-10-21 16:00:00,28.0,76,0.07,Bihar,Patna,10,2021
2021-10-21 17:00:00,26.7,81,0.03,Bihar,Patna,10,2021
2021-10-21 18:00:00,25.5,86,0.04,Bihar,Patna,10,2021
2021-10-21 19:00:00,25.1,87,0.02,Bihar,Patna,10,2021
2021-10-21 20:00:00,24.6,89,0.0,Bihar,Patna,10,2021
2021-10-21 21:00:00,24.2,91,0.0,Bihar,Patna,10,2021
2021-10-21 22:00:00,23.7,87,0.0,Bihar,Patna,10,2021
2021-10-21 23:00:00,23.3,83,0.0,Bihar,Patna,10,2021
2021-10-21 00:00:00,23.7,95,0.0,Bihar,Gaya,10,2021
2021-10-21 01:00:00,23.6,95,0.0,Bihar,Gaya,10,2021
2021-10-21 02:00:00,23.6,94,0.0,Bihar,Gaya,10,2021
2021-10-21 03:00:00,23.5,94,0.0,Bihar,Gaya,10,2021
2021-10-21 04:00:00,23.6,94,0.0,Bihar,Gaya,10,2021
2021-10-21 05:00:00,23.6,94,0.03,Bihar,Gaya,10,2021
2021-10-21 06:00:00,23.7,94,0.04,Bihar,Gaya,10,2021
2021-10-21 07:00:00,24.1,91,0.02,Bihar,Gaya,10,2021
2021-10-21 08:00:00,24.5,88,0.0,Bihar,Gaya,10,2021
2021-10-21 09:00:00,24.9,85,0.0,Bihar,Gaya,10,2021
2021-10-21 10:00:00,26.0,82,0.0,Bihar,Gaya,10,2021
2021-10-21 11:00:00,27.0,78,0.0,Bihar,Gaya,10,2021
2021-10-21 12:00:00,28.1,75,0.0,Bihar,Gaya,10,2021
2021-10-21 13:00:00,28.4,73,0.0,Bihar,Gaya,10,2021
2021-10-21 14:00:00,28.7,72,0.0,Bihar,Gaya,10,2021
2021-10-21 15:00:00,29.0,70,0.0,Bihar,Gaya,10,2021
2021-10-21 16:00:00,27.7,75,0.0,Bihar,Gaya,10,2021
2021-10-21 17:00:00,26.3,79,0.0,Bihar,Gaya,10,2021
2021-10-21 18:00:00,25.0,84,0.0,Bihar,Gaya,10,2021
2021-10-21 19:00:00,24.7,84,0.0,Bihar,Gaya,10,2021
2021-10-21 20:00:00,24.3,85,0.0,Bihar,Gaya,10,2021
2021-10-21 21:00:00,24.0,85,0.0,Bihar,Gaya,10,2021
2021-10-21 22:00:00,23.3,81,0.0,Bihar,Gaya,10,2021
2021-10-21 23:00:00,22.6,77,0.0,Bihar,Gaya,10,2021
2021-10-21 00:00:00,22.5,96,0.18,Bihar,Darbhanga,10,2021
2021-10-21 01:00:00,22.5,96,0.09,Bihar,Darbhanga,10,2021
2021-10-21 02:00:00,22.5,96,0.07,Bihar,Darbhanga,10,2021
2021-10-21 03:00:00,22.5,96,0.09,Bihar,Darbhanga,10,2021
2021-10-21 04:00:00,22.6,95,0.04,Bihar,Darbhanga,10,2021
2021-10-21 05:00:00,22.7,95,0.0,Bihar,Darbhanga,10,2021
2021-10-21 06:00:00,22.8,94,0.0,Bihar,Darbhanga,10,2021
2021-10-21 07:00:00,23.3,92,0.0,Bihar,Darbhanga,10,2021
2021-10-21 08:00:00,23.7,90,0.0,Bihar,Darbhanga,10,2021
2021-10-21 09:00:00,24.2,88,0.0,Bihar,Darbhanga,10,2021
2021-10-21 10:00:00,25.0,86,0.0,Bihar,Darbhanga,10,2021
2021-10-21 11:00:00,25.8,85,0.0,Bihar,Darbhanga,10,2021
2021-10-21 12:00:00,26.6,83,0.0,Bihar,Darbhanga,10,2021
2021-10-21 13:00:00,26.8,82,0.0,Bihar,Darbhanga,10,2021
2021-10-21 14:00:00,27.0,81,0.0,Bihar,Darbhanga,10,2021
2021-10-21 15:00:00,27.2,81,0.0,Bihar,Darbhanga,10,2021
2021-10-21 16:00:00,26.6,83,0.0,Bihar,Darbhanga,10,2021
2021-10-21 17:00:00,26.0,85,0.0,Bihar,Darbhanga,10,2021
2021-10-21 18:00:00,25.4,87,0.0,Bihar,Darbhanga,10,2021
2021-10-21 19:00:00,25.4,86,0.0,Bihar,Darbhanga,10,2021
2021-10-21 20:00:00,25.4,85,0.0,Bihar,Darbhanga,10,2021
2021-10-21 21:00:00,25.4,83,0.0,Bihar,Darbhanga,10,2021
2021-10-21 22:00:00,24.5,83,0.0,Bihar,Darbhanga,10,2021
2021-10-21 23:00:00,23.6,83,0.0,Bihar,Darbhanga,10,2021
2021-10-21 00:00:00,24.0,98,0.58,Bihar,Bhagalpur,10,2021
2021-10-21 01:00:00,24.0,98,0.29,Bihar,Bhagalpur,10,2021
2021-10-21 02:00:00,23.9,98,0.43,Bihar,Bhagalpur,10,2021
2021-10-21 03:00:00,23.9,98,0.58,Bihar,Bhagalpur,10,2021
2021-10-21 04:00:00,24.0,98,0.29,Bihar,Bhagalpur,10,2021
2021-10-21 05:00:00,24.1,97,0.07,Bihar,Bhagalpur,10,2021
2021-10-21 06:00:00,24.2,97,0.09,Bihar,Bhagalpur,10,2021
2021-10-21 07:00:00,24.3,96,0.04,Bihar,Bhagalpur,10,2021
2021-10-21 08:00:00,24.3,95,0.07,Bihar,Bhagalpur,10,2021
2021-10-21 09:00:00,24.4,94,0.09,Bihar,Bhagalpur,10,2021
2021-10-21 10:00:00,25.3,91,0.04,Bihar,Bhagalpur,10,2021
2021-10-21 11:00:00,26.2,87,0.0,Bihar,Bhagalpur,10,2021
2021-10-21 12:00:00,27.1,83,0.0,Bihar,Bhagalpur,10,2021
2021-10-21 13:00:00,27.5,81,0.0,Bihar,Bhagalpur,10,2021
2021-10-21 14:00:00,27.9,78,0.0,Bihar,Bhagalpur,10,2021
2021-10-21 15:00:00,28.3,75,0.0,Bihar,Bhagalpur,10,2021
2021-10-21 16:00:00,27.7,77,0.0,Bihar,Bhagalpur,10,2021
2021-10-21 17:00:00,27.0,79,0.0,Bihar,Bhagalpur,10,2021
2021-10-21 18:00:00,26.4,81,0.0,Bihar,Bhagalpur,10,2021
2021-10-21 19:00:00,26.2,81,0.0,Bihar,Bhagalpur,10,2021
2021-10-21 20:00:00,26.1,81,0.0,Bihar,Bhagalpur,10,2021
2021-10-21 21:00:00,25.9,81,0.0,Bihar,Bhagalpur,10,2021
2021-10-21 22:00:00,24.8,80,0.0,Bihar,Bhagalpur,10,2021
2021-10-21 23:00:00,23.8,80,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 00:00:00,22.8,79,0.0,Bihar,Patna,10,2021
2021-10-22 01:00:00,22.5,79,0.0,Bihar,Patna,10,2021
2021-10-22 02:00:00,22.1,80,0.0,Bihar,Patna,10,2021
2021-10-22 03:00:00,21.8,80,0.0,Bihar,Patna,10,2021
2021-10-22 04:00:00,21.5,81,0.0,Bihar,Patna,10,2021
2021-10-22 05:00:00,21.3,81,0.0,Bihar,Patna,10,2021
2021-10-22 06:00:00,21.0,81,0.0,Bihar,Patna,10,2021
2021-10-22 07:00:00,22.6,74,0.0,Bihar,Patna,10,2021
2021-10-22 08:00:00,24.3,67,0.0,Bihar,Patna,10,2021
2021-10-22 09:00:00,25.9,60,0.0,Bihar,Patna,10,2021
2021-10-22 10:00:00,27.3,57,0.0,Bihar,Patna,10,2021
2021-10-22 11:00:00,28.8,53,0.0,Bihar,Patna,10,2021
2021-10-22 12:00:00,30.2,50,0.0,Bihar,Patna,10,2021
2021-10-22 13:00:00,30.6,52,0.0,Bihar,Patna,10,2021
2021-10-22 14:00:00,30.9,54,0.0,Bihar,Patna,10,2021
2021-10-22 15:00:00,31.3,56,0.0,Bihar,Patna,10,2021
2021-10-22 16:00:00,29.8,61,0.0,Bihar,Patna,10,2021
2021-10-22 17:00:00,28.2,67,0.0,Bihar,Patna,10,2021
2021-10-22 18:00:00,26.7,72,0.0,Bihar,Patna,10,2021
2021-10-22 19:00:00,25.4,72,0.0,Bihar,Patna,10,2021
2021-10-22 20:00:00,24.2,72,0.0,Bihar,Patna,10,2021
2021-10-22 21:00:00,22.9,72,0.0,Bihar,Patna,10,2021
2021-10-22 22:00:00,22.4,71,0.0,Bihar,Patna,10,2021
2021-10-22 23:00:00,22.0,70,0.0,Bihar,Patna,10,2021
2021-10-22 00:00:00,21.9,74,0.0,Bihar,Gaya,10,2021
2021-10-22 01:00:00,21.5,73,0.0,Bihar,Gaya,10,2021
2021-10-22 02:00:00,21.2,73,0.0,Bihar,Gaya,10,2021
2021-10-22 03:00:00,20.8,73,0.0,Bihar,Gaya,10,2021
2021-10-22 04:00:00,20.6,74,0.0,Bihar,Gaya,10,2021
2021-10-22 05:00:00,20.5,74,0.0,Bihar,Gaya,10,2021
2021-10-22 06:00:00,20.3,75,0.0,Bihar,Gaya,10,2021
2021-10-22 07:00:00,22.3,69,0.0,Bihar,Gaya,10,2021
2021-10-22 08:00:00,24.3,62,0.0,Bihar,Gaya,10,2021
2021-10-22 09:00:00,26.3,55,0.0,Bihar,Gaya,10,2021
2021-10-22 10:00:00,28.2,52,0.0,Bihar,Gaya,10,2021
2021-10-22 11:00:00,30.2,49,0.0,Bihar,Gaya,10,2021
2021-10-22 12:00:00,32.1,46,0.0,Bihar,Gaya,10,2021
2021-10-22 13:00:00,31.9,49,0.0,Bihar,Gaya,10,2021
2021-10-22 14:00:00,31.6,51,0.0,Bihar,Gaya,10,2021
2021-10-22 15:00:00,31.4,54,0.0,Bihar,Gaya,10,2021
2021-10-22 16:00:00,29.7,59,0.0,Bihar,Gaya,10,2021
2021-10-22 17:00:00,28.0,64,0.0,Bihar,Gaya,10,2021
2021-10-22 18:00:00,26.3,70,0.0,Bihar,Gaya,10,2021
2021-10-22 19:00:00,24.9,71,0.0,Bihar,Gaya,10,2021
2021-10-22 20:00:00,23.5,72,0.0,Bihar,Gaya,10,2021
2021-10-22 21:00:00,22.1,73,0.0,Bihar,Gaya,10,2021
2021-10-22 22:00:00,21.6,72,0.0,Bihar,Gaya,10,2021
2021-10-22 23:00:00,21.1,72,0.0,Bihar,Gaya,10,2021
2021-10-22 00:00:00,22.7,83,0.0,Bihar,Darbhanga,10,2021
2021-10-22 01:00:00,22.5,84,0.0,Bihar,Darbhanga,10,2021
2021-10-22 02:00:00,22.4,85,0.0,Bihar,Darbhanga,10,2021
2021-10-22 03:00:00,22.2,87,0.0,Bihar,Darbhanga,10,2021
2021-10-22 04:00:00,22.2,87,0.0,Bihar,Darbhanga,10,2021
2021-10-22 05:00:00,22.2,87,0.0,Bihar,Darbhanga,10,2021
2021-10-22 06:00:00,22.2,87,0.0,Bihar,Darbhanga,10,2021
2021-10-22 07:00:00,23.8,81,0.0,Bihar,Darbhanga,10,2021
2021-10-22 08:00:00,25.5,76,0.0,Bihar,Darbhanga,10,2021
2021-10-22 09:00:00,27.1,71,0.0,Bihar,Darbhanga,10,2021
2021-10-22 10:00:00,28.6,66,0.0,Bihar,Darbhanga,10,2021
2021-10-22 11:00:00,30.0,61,0.0,Bihar,Darbhanga,10,2021
2021-10-22 12:00:00,31.5,57,0.0,Bihar,Darbhanga,10,2021
2021-10-22 13:00:00,31.7,57,0.0,Bihar,Darbhanga,10,2021
2021-10-22 14:00:00,31.9,57,0.0,Bihar,Darbhanga,10,2021
2021-10-22 15:00:00,32.1,58,0.0,Bihar,Darbhanga,10,2021
2021-10-22 16:00:00,30.5,61,0.0,Bihar,Darbhanga,10,2021
2021-10-22 17:00:00,29.0,64,0.0,Bihar,Darbhanga,10,2021
2021-10-22 18:00:00,27.4,67,0.0,Bihar,Darbhanga,10,2021
2021-10-22 19:00:00,26.0,68,0.0,Bihar,Darbhanga,10,2021
2021-10-22 20:00:00,24.7,69,0.0,Bihar,Darbhanga,10,2021
2021-10-22 21:00:00,23.3,70,0.0,Bihar,Darbhanga,10,2021
2021-10-22 22:00:00,23.0,70,0.0,Bihar,Darbhanga,10,2021
2021-10-22 23:00:00,22.7,71,0.0,Bihar,Darbhanga,10,2021
2021-10-22 00:00:00,22.7,80,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 01:00:00,22.5,81,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 02:00:00,22.3,81,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 03:00:00,22.1,82,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 04:00:00,22.2,82,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 05:00:00,22.4,82,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 06:00:00,22.5,82,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 07:00:00,24.0,76,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 08:00:00,25.6,70,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 09:00:00,27.1,64,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 10:00:00,28.8,61,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 11:00:00,30.6,59,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 12:00:00,32.3,56,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 13:00:00,32.1,57,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 14:00:00,31.9,59,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 15:00:00,31.7,60,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 16:00:00,29.3,63,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 17:00:00,26.9,66,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 18:00:00,24.5,69,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 19:00:00,23.9,70,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 20:00:00,23.4,70,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 21:00:00,22.8,71,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 22:00:00,22.6,72,0.0,Bihar,Bhagalpur,10,2021
2021-10-22 23:00:00,22.4,73,0.0,Bihar,Bhagalpur,10,2021
2021-10-15 00:00:00,23.7,68,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 01:00:00,23.4,68,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 02:00:00,23.0,69,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 03:00:00,22.7,69,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 04:00:00,22.5,70,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 05:00:00,22.2,70,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 06:00:00,22.0,70,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 07:00:00,23.7,66,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 08:00:00,25.4,63,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 09:00:00,27.1,59,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 10:00:00,29.2,57,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 11:00:00,31.2,55,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 12:00:00,33.3,53,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 13:00:00,33.3,54,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 14:00:00,33.4,55,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 15:00:00,33.4,56,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 16:00:00,31.6,61,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 17:00:00,29.7,66,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 18:00:00,27.9,71,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 19:00:00,27.2,71,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 20:00:00,26.5,72,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 21:00:00,25.8,72,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 22:00:00,25.2,80,0.0,Chhattisgarh,Raipur,10,2021
2021-10-15 23:00:00,24.5,88,0.2,Chhattisgarh,Raipur,10,2021
2021-10-15 00:00:00,22.6,64,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 01:00:00,22.4,65,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 02:00:00,22.1,65,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 03:00:00,21.9,66,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 04:00:00,21.7,67,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 05:00:00,21.5,69,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 06:00:00,21.3,71,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 07:00:00,23.5,65,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 08:00:00,25.7,60,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 09:00:00,27.9,55,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 10:00:00,30.0,52,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 11:00:00,32.1,50,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 12:00:00,34.2,47,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 13:00:00,34.3,48,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 14:00:00,34.5,48,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 15:00:00,34.6,49,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 16:00:00,32.3,55,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 17:00:00,30.1,60,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 18:00:00,27.8,65,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 19:00:00,26.8,66,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 20:00:00,25.7,67,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 21:00:00,24.7,69,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 22:00:00,24.8,70,0.0,Chhattisgarh,Bilaspur,10,2021
2021-10-15 23:00:00,25.0,72,0.03,Chhattisgarh,Bilaspur,10,2021
2021-10-15 00:00:00,21.1,68,0.0,Chhattisgarh,Korba,10,2021
2021-10-15 01:00:00,20.8,68,0.0,Chhattisgarh,Korba,10,2021
2021-10-15 02:00:00,20.6,69,0.0,Chhattisgarh,Korba,10,2021
2021-10-15 03:00:00,20.3,70,0.0,Chhattisgarh,Korba,10,2021
2021-10-15 04:00:00,20.2,71,0.0,Chhattisgarh,Korba,10,2021
2021-10-15 05:00:00,20.0,72,0.0,Chhattisgarh,Korba,10,2021
2021-10-15 06:00:00,19.9,74,0.0,Chhattisgarh,Korba,10,2021
2021-10-15 07:00:00,22.4,67,0.0,Chhattisgarh,Korba,10,2021
2021-10-15 08:00:00,24.9,60,0.0,Chhattisgarh,Korba,10,2021
2021-10-15 09:00:00,27.4,53,0.0,Chhattisgarh,Korba,10,2021
2021-10-15 10:00:00,29.8,50,0.0,Chhattisgarh,Korba,10,2021
2021-10-15 11:00:00,32.3,47,0.0,Chhattisgarh,Korba,10,2021
2021-10-15 12:00:00,34.7,44,0.0,Chhattisgarh,Korba,10,2021
2021-10-15 13:00:00,34.9,45,0.0,Chhattisgarh,Korba,10,2021
2021-10-15 14:00:00,35.2,46,0.0,Chhattisgarh,Korba,10,2021
